"","pvalues","AMPLIFIED_MUTATED/(AMPLIFIED_MUTATED+AMPLIFIED_WT)","NON_AMPLIFIED_MUTATED/(NON_AMPLIFIED_MUTATED+NON_AMPLIFIED_WT)","tp_flags","Mutational_Freq"
"ERLIN2",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00461680517082179
"ETV3",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00462107208872458
"EXOSC8",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00462107208872458
"F2RL2",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.0055452865064695
"FBLN2",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00646950092421442
"FST",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00369685767097967
"GABBR2",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00831792975970425
"GALNTL6",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00739371534195933
"GCN1L1",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.0120036934441367
"GLRX3",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00184842883548983
"GPR56",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00462107208872458
"GPRC6A",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00462107208872458
"GRHPR",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00462107208872458
"GSTCD",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00369685767097967
"HIBCH",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00462107208872458
"HK1",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00738007380073801
"HNRNPCL1",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00462107208872458
"HPGDS",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00462107208872458
"IGDCC4",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00462107208872458
"IL1RN",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.0055452865064695
"IMMP2L",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00277264325323475
"IMMT",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00646352723915051
"INSM2",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00277264325323475
"IRGC",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00462107208872458
"KIAA0355",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00554016620498615
"KIAA1191",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00646950092421442
"KIAA1199",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00646950092421442
"KIR2DL4",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00277264325323475
"KRT17",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.0055452865064695
"KRTAP3-2",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00277264325323475
"LLGL2",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.0055452865064695
"LMOD1",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.0101663585951941
"LRRC8A",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00738688827331487
"LY9",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.0055452865064695
"MFN1",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00646950092421442
"MMP9",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00646950092421442
"MPL",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00462107208872458
"MRPL28",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00184842883548983
"MTMR1",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00184842883548983
"MXD1",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00369685767097967
"NAALAD2",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00831792975970425
"NCAPH",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00646950092421442
"OR13C9",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00369685767097967
"OR2G3",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.0055452865064695
"OR4F17",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00184842883548983
"OR4Q3",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00369685767097967
"OR8U1",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00369344413665743
"PACS1",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00646950092421442
"PAPD5",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00277264325323475
"PEA15",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00369685767097967
"PEX11A",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00277264325323475
"PINK1",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.0055452865064695
"PLAG1",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.0055452865064695
"PLCG2",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.0101663585951941
"PLIN2",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00462107208872458
"PPP4R2",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00829493087557604
"PRAMEF11",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00738688827331487
"PRKACG",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00369685767097967
"PRKG1",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00923361034164358
"PSD",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00462107208872458
"RGS3",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00831792975970425
"RNF19A",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.0101663585951941
"RPL7A",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00277264325323475
"RSPO2",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00462107208872458
"SAG",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00277264325323475
"SLC13A5",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00462107208872458
"SLC18A3",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.0055452865064695
"SLC35F1",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00369685767097967
"SLC35F4",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00277264325323475
"SLC4A11",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00369685767097967
"SPAM1",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00738688827331487
"SSBP4",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00369344413665743
"SSTR4",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00645756457564576
"STAT2",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00831024930747922
"TBC1D8B",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.0101663585951941
"TFB2M",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00462107208872458
"THEG",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00369685767097967
"VASH2",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00369685767097967
"VILL",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00739371534195933
"VSIG4",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.0055452865064695
"WFDC5",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.0055452865064695
"WNT5B",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00462107208872458
"WT1",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.0101289134438306
"ZBTB20",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00922509225092251
"ZBTB4",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00277264325323475
"ZNF284",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00462107208872458
"ZNF862",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00462107208872458
"ZSWIM5",0.0566894043989994,0.0909090909090909,0.00268817204301075,"FALSE",0.00369685767097967
"ATP7A",0.0574288194975729,0.166666666666667,0.0294906166219839,"FALSE",0.0221198156682028
"RELN",0.0633399801151241,0.181818181818182,0.0346666666666667,"FALSE",0.0377184912603496
"FAT3",0.0639333783561828,0.181818181818182,0.0348525469168901,"FALSE",0.0441582336706532
"KIAA2022",0.0658388574842109,0.166666666666667,0.032171581769437,"FALSE",0.0248847926267281
"MAP1A",0.0795017845738478,0.181818181818182,0.04,"FALSE",0.0330275229357798
"AGK",0.083711322502153,0.0909090909090909,0.00536193029490617,"FALSE",0.00830258302583026
"DDX5",0.083711322502153,0.0909090909090909,0.00536193029490617,"FALSE",0.015639374425023
"DNAJB4",0.083711322502153,0.0909090909090909,0.00536193029490617,"FALSE",0.00461680517082179
"HOXD13",0.083711322502153,0.0909090909090909,0.00536193029490617,"FALSE",0.00646352723915051
"KERA",0.083711322502153,0.0909090909090909,0.00536193029490617,"FALSE",0.00369344413665743
"LYRM4",0.083711322502153,0.0909090909090909,0.00536193029490617,"FALSE",0.00277008310249307
"NOTCH4",0.083711322502153,0.0909090909090909,0.00536193029490617,"FALSE",0.0110803324099723
"PRND",0.083711322502153,0.0909090909090909,0.00536193029490617,"FALSE",0.00646352723915051
"PWP2",0.083711322502153,0.0909090909090909,0.00536193029490617,"FALSE",0.00646352723915051
"ST6GAL1",0.083711322502153,0.0909090909090909,0.00536193029490617,"FALSE",0.00553505535055351
"TTLL6",0.083711322502153,0.0909090909090909,0.00536193029490617,"FALSE",0.0101382488479263
"VRK3",0.083711322502153,0.0909090909090909,0.00536193029490617,"FALSE",0.00646352723915051
"ZNF331",0.083711322502153,0.0909090909090909,0.00536193029490617,"FALSE",0.00369344413665743
"AASDHPPT",0.0839240935108393,0.0909090909090909,0.00537634408602151,"FALSE",0.00462107208872458
"ABCB8",0.0839240935108393,0.0909090909090909,0.00537634408602151,"FALSE",0.00923361034164358
"ACAD11",0.0839240935108393,0.0909090909090909,0.00537634408602151,"FALSE",0.00646950092421442
"ADORA1",0.0839240935108393,0.0909090909090909,0.00537634408602151,"FALSE",0.0055452865064695
