"","pvalues","AMPLIFIED_MUTATED/(AMPLIFIED_MUTATED+AMPLIFIED_WT)","NON_AMPLIFIED_MUTATED/(NON_AMPLIFIED_MUTATED+NON_AMPLIFIED_WT)","contingency table frequencies (A,B,C,D)","tp_flags","Mutational_Freq","adjusted_pvalue"
"TNXB",0.033394388747794,0.109375,0.0475397706252312,"(7,257,57,5149)","TRUE","598/5804 (0.10303239145417)",0.487706366075265
"UBR4",0.0340260255401348,0,0.0684981684981685,"(NA,374,61,5086)","TRUE","725/5872 (0.123467302452316)",0.487706366075265
"AHNAK",0.0405661954045234,0.0163934426229508,0.0882034632034632,"(1,489,60,5055)","TRUE","991/6106 (0.162299377661317)",0.513125333614978
"TRANK1",0.0405727007974634,0.112903225806452,0.051296194153337,"(7,279,55,5160)","TRUE","589/5804 (0.101481736733287)",0.513125333614978
"SPTA1",0.0447367792161114,0.17741935483871,0.0939146230699364,"(11,517,51,4988)","TRUE","1306/6345 (0.205831363278172)",0.534355973970219
"RP1",0.0497996266738261,0.138461538461538,0.0714024166971805,"(9,390,56,5072)","TRUE","902/6030 (0.149585406301824)",0.563522091309085
"PRDM9",0.0634455743683203,0.09375,0.0438498699368265,"(6,236,58,5146)","TRUE","598/5802 (0.103067907618063)",0.656667413013754
"MGAM",0.0641396077827388,0.125,0.063302752293578,"(8,345,56,5105)","TRUE","789/5950 (0.132605042016807)",0.656667413013754
"ABCA12",0.0708063438914783,0.126984126984127,0.0665572574762947,"(8,365,55,5119)","TRUE","747/5921 (0.126161121432191)",0.681556077626998
"MAGEC1",0.0742777273504697,0,0.0501016823812165,"(NA,271,61,5138)","TRUE","640/5839 (0.109607809556431)",0.681556077626998
"PTPRZ1",0.0760806784327811,0,0.0532500918105031,"(NA,290,61,5156)","TRUE","599/5816 (0.102991746905089)",0.681556077626998
"EYS",0.0908458005105902,0.114754098360656,0.0586194302410519,"(7,321,54,5155)","TRUE","647/5856 (0.110484972677596)",0.779512906521142
"DCC",0.0979547912420774,0.107692307692308,0.0567219152854512,"(7,308,58,5122)","TRUE","704/5884 (0.119646498980286)",0.779512906521142
"PXDNL",0.113635388067828,0,0.0445765230312036,"(NA,240,61,5144)","TRUE","646/5851 (0.110408477183387)",0.779512906521142
"BRAF",0.120668981713656,0.0327868852459016,0.0941352259992529,"(2,504,59,4850)","TRUE","843/5752 (0.146557719054242)",0.779512906521142
"FRAS1",0.120754924419391,0.112903225806452,0.0644685945846381,"(7,350,55,5079)","TRUE","742/5876 (0.126276378488768)",0.779512906521142
"IDH1",0.126357015661642,0.0163934426229508,0.0704225352112676,"(1,375,60,4950)","TRUE","557/5567 (0.100053888988683)",0.779512906521142
"PDE4DIP",0.128109402085434,0.0163934426229508,0.0723373318793166,"(1,398,60,5104)","TRUE","773/5937 (0.130200437931615)",0.779512906521142
"LRRC7",0.128344601754544,0.0952380952380952,0.0485454882342042,"(6,262,57,5135)","TRUE","620/5812 (0.106675843083276)",0.779512906521142
"PTEN",0.131352313526478,0.0655737704918033,0.135465325188645,"(4,754,57,4812)","TRUE","1202/6071 (0.197990446384451)",0.779512906521142
"SYNE1",0.134013605329376,0.25,0.173987061627511,"(16,1022,48,4852)","TRUE","2203/7103 (0.310150640574405)",0.779512906521142
"SCN9A",0.136598612164097,0.0967741935483871,0.0513483561137791,"(6,278,56,5136)","TRUE","584/5776 (0.101108033240997)",0.779512906521142
"CACNA1E",0.140663701059649,0.126984126984127,0.0743243243243243,"(8,407,55,5069)","TRUE","941/6065 (0.15515251442704)",0.779512906521142
"COL6A3",0.152334451804308,0.129032258064516,0.078856310325988,"(8,433,54,5058)","TRUE","873/5985 (0.145864661654135)",0.779512906521142
"ZFHX4",0.169833868515507,0.174603174603175,0.118189884649512,"(11,666,52,4969)","TRUE","1651/6672 (0.247452038369305)",0.779512906521142
"CSMD3",0.172240216523299,0.215384615384615,0.155133735979293,"(14,899,51,4896)","TRUE","2328/7275 (0.32)",0.779512906521142
"MYO15A",0.181531415069312,0.0163934426229508,0.0622124056690595,"(1,338,60,5095)","TRUE","614/5769 (0.106430923903623)",0.779512906521142
"DNAH1",0.181566170029654,0.0163934426229508,0.0623509994498441,"(1,340,60,5113)","TRUE","641/5814 (0.110251117991056)",0.779512906521142
"TRRAP",0.181613380368729,0.0163934426229508,0.0625343847423437,"(1,341,60,5112)","TRUE","683/5855 (0.11665243381725)",0.779512906521142
"DSCAM",0.182238632838971,0.0163934426229508,0.0636697247706422,"(1,347,60,5103)","TRUE","795/5958 (0.133434038267875)",0.779512906521142
"KRAS",0.18638870330445,0.0163934426229508,0.066616626008632,"(1,355,60,4974)","TRUE","805/5839 (0.137866072957698)",0.779512906521142
"AKAP9",0.19059736560255,0.112903225806452,0.066070450812192,"(7,362,55,5117)","TRUE","708/5880 (0.120408163265306)",0.779512906521142
"UNC13C",0.192816671872207,0.111111111111111,0.0657027818448023,"(7,359,56,5105)","TRUE","842/6003 (0.140263201732467)",0.779512906521142
"CMYA5",0.197994058858283,0.114754098360656,0.0695604794769343,"(7,383,54,5123)","TRUE","828/6005 (0.137885095753539)",0.779512906521142
"RNF213",0.199262512372275,0.111111111111111,0.0675675675675676,"(7,370,56,5106)","TRUE","726/5888 (0.123301630434783)",0.779512906521142
"ZNF804A",0.202617357231792,0.0806451612903226,0.0447124304267161,"(5,241,57,5149)","TRUE","624/5830 (0.107032590051458)",0.779512906521142
"APOB",0.205068006113586,0.0491803278688525,0.1047533632287,"(3,584,58,4991)","TRUE","1268/6317 (0.200728193762862)",0.779512906521142
"DNAH9",0.219291998820919,0.153846153846154,0.105084138918725,"(10,587,55,4999)","TRUE","1269/6323 (0.200695872212557)",0.779512906521142
"PTPRT",0.228472497073046,0.0793650793650794,0.0477074438462966,"(5,257,58,5130)","TRUE","664/5852 (0.113465481886535)",0.779512906521142
"CACNA1C",0.231763914009432,0.0819672131147541,0.049741124260355,"(5,269,56,5139)","TRUE","580/5775 (0.1004329004329)",0.779512906521142
"NF1",0.233999240656704,0.0327868852459016,0.0801241102390947,"(2,439,59,5040)","TRUE","861/5960 (0.144463087248322)",0.779512906521142
"ZFHX3",0.234475401465926,0.0327868852459016,0.0810467017990187,"(2,446,59,5057)","TRUE","757/5873 (0.128894942959305)",0.779512906521142
"DYNC2H1",0.234552730675999,0.0327868852459016,0.0811249323958897,"(2,450,59,5097)","TRUE","782/5938 (0.131694173122263)",0.779512906521142
"RYR3",0.236185740258207,0.0645161290322581,0.117938728528422,"(4,666,58,4981)","TRUE","1389/6428 (0.216085874299938)",0.779512906521142
"PTPRB",0.236464610706909,0.0806451612903226,0.049510437834842,"(5,268,57,5145)","TRUE","620/5822 (0.106492614221917)",0.779512906521142
"HUWE1",0.237656328720765,0.0327868852459016,0.0837411636759108,"(2,462,59,5055)","TRUE","878/5992 (0.14652870493992)",0.779512906521142
"FAT2",0.240024875393827,0.0327868852459016,0.0849909584086799,"(2,470,59,5060)","TRUE","867/5986 (0.144837955228867)",0.779512906521142
"DNAH8",0.242456112670216,0.171875,0.119936597393448,"(11,681,53,4997)","TRUE","1350/6400 (0.2109375)",0.779512906521142
"HMCN1",0.243390073546606,0.174603174603175,0.122614840989399,"(11,694,52,4966)","TRUE","1427/6445 (0.221411947245927)",0.779512906521142
"CSMD2",0.243925290073605,0.126984126984127,0.0826039387308534,"(8,453,55,5031)","TRUE","1083/6169 (0.175555195331496)",0.779512906521142
"COL5A1",0.250424193140454,0.0819672131147541,0.052029520295203,"(5,282,56,5138)","TRUE","603/5797 (0.104019320338106)",0.779512906521142
"HYDIN",0.259195691306153,0.125,0.0856207962188693,"(8,471,56,5030)","TRUE","1015/6101 (0.166366169480413)",0.779512906521142
"COL6A6",0.259557061880109,0.0163934426229508,0.0549186390532544,"(1,297,60,5111)","TRUE","645/5816 (0.110900962861073)",0.779512906521142
"ZAN",0.259606049178712,0.0163934426229508,0.0552373914649917,"(1,299,60,5114)","TRUE","616/5790 (0.106390328151986)",0.779512906521142
"DMXL2",0.259884707957096,0.0163934426229508,0.0558608058608059,"(1,305,60,5155)","TRUE","588/5803 (0.101326899879373)",0.779512906521142
"BAI3",0.260477535472181,0.0163934426229508,0.0566280566280566,"(1,308,60,5131)","TRUE","717/5908 (0.12136086662153)",0.779512906521142
"TAF1L",0.260746528059264,0.0163934426229508,0.0568851251840943,"(1,309,60,5123)","TRUE","637/5820 (0.109450171821306)",0.779512906521142
"TEX15",0.264548474355802,0.0163934426229508,0.0591033851784081,"(1,323,60,5142)","TRUE","634/5836 (0.108636052090473)",0.779512906521142
"F8",0.265404298432786,0.0163934426229508,0.0594713656387665,"(1,324,60,5124)","TRUE","590/5774 (0.102182196051264)",0.779512906521142
"DCHS1",0.266766367732656,0.0163934426229508,0.06,"(1,327,60,5123)","TRUE","582/5765 (0.100954032957502)",0.779512906521142
"DNAH5",0.268973574221085,0.1875,0.136156807840392,"(12,778,52,4936)","TRUE","1851/6839 (0.270653604328118)",0.779512906521142
"THSD7B",0.27192310692598,0.0983606557377049,0.0607511045655376,"(6,330,55,5102)","TRUE","808/5965 (0.135456831517184)",0.779512906521142
"DNAH10",0.276317921328408,0.0491803278688525,0.0981057898498928,"(3,549,58,5047)","TRUE","1040/6145 (0.169243287225386)",0.781688856389574
"SETD2",0.280633434260271,0.0967741935483871,0.0618898508012525,"(6,336,56,5093)","TRUE","580/5729 (0.101239308779892)",0.783586861895561
"PCLO",0.288274069479279,0.181818181818182,0.13912890142832,"(12,789,54,4882)","TRUE","1889/6825 (0.276776556776557)",0.794601601769807
"MUC17",0.294511723484357,0.138461538461538,0.0991720662347012,"(9,551,56,5005)","TRUE","1361/6422 (0.211927748364995)",0.801519247457428
"DMD",0.300363961665533,0.140625,0.102445118686418,"(9,574,55,5029)","TRUE","1192/6276 (0.189929891650733)",0.807228146976119
"COL11A1",0.320601294347016,0.0327868852459016,0.0718353848980342,"(2,391,59,5052)","TRUE","956/6067 (0.157573759683534)",0.84123433555122
"LYST",0.320842862861396,0.0327868852459016,0.0709876543209877,"(2,391,59,5117)","TRUE","693/5869 (0.118078037144318)",0.84123433555122
"ADAMTS12",0.354913841069597,0.0645161290322581,0.0441804343790607,"(4,238,58,5149)","TRUE","640/5847 (0.109457841628185)",0.919355130481487
"MDN1",0.368103403192253,0.0491803278688525,0.0915303003057004,"(3,509,58,5052)","TRUE","924/6034 (0.153132250580046)",0.923843380620811
"MYH7",0.369166408463227,0.0163934426229508,0.0493049119555144,"(1,266,60,5129)","TRUE","589/5778 (0.101938386985116)",0.923843380620811
"NALCN",0.369537352248325,0.0163934426229508,0.0496296296296296,"(1,268,60,5132)","TRUE","622/5814 (0.106983144134847)",0.923843380620811
"CNTNAP2",0.380749022166797,0.0819672131147541,0.0533629794330183,"(5,288,56,5109)","TRUE","688/5853 (0.117546557321032)",0.940931491561625
"SRRM2",0.387361534560548,0.0806451612903226,0.0540540540540541,"(5,294,57,5145)","TRUE","579/5781 (0.100155682407888)",0.946394658301339
"TTN",0.40289618750977,0.576086956521739,0.53113594890511,"(53,4657,39,4111)","TRUE","10060/14210 (0.707952146375792)",0.954283791961556
"RYR1",0.40347569802709,0.0655737704918033,0.106905829596413,"(4,596,57,4979)","TRUE","1257/6293 (0.199745749245193)",0.954283791961556
"FREM2",0.409221103577225,0.0806451612903226,0.0580966433050535,"(5,315,57,5107)","TRUE","687/5851 (0.117415826354469)",0.954283791961556
"TPTE",0.410257906592644,0.0819672131147541,0.0592430060340099,"(5,324,56,5145)","TRUE","732/5933 (0.123377717849317)",0.954283791961556
"DYNC1H1",0.412936841380137,0.0806451612903226,0.0586832935998533,"(5,320,57,5133)","TRUE","667/5857 (0.113880826361619)",0.954283791961556
"DSP",0.417221750904122,0.0819672131147541,0.0603337612323492,"(5,329,56,5124)","TRUE","640/5820 (0.109965635738832)",0.954283791961556
"COL12A1",0.434655653681791,0.0327868852459016,0.0645871559633028,"(2,352,59,5098)","TRUE","730/5887 (0.124002038389672)",0.973742611128845
"SVEP1",0.434787398457531,0.0327868852459016,0.0652889539136796,"(2,357,59,5111)","TRUE","781/5951 (0.131238447319778)",0.973742611128845
"PRKDC",0.449905743853496,0.0967741935483871,0.0710123816460306,"(6,390,56,5102)","TRUE","786/5944 (0.132234185733513)",0.996809978259661
"FLG",0.454359897067194,0.153846153846154,0.125761375850949,"(10,702,55,4880)","TRUE","1787/6722 (0.265843498958643)",0.996809978259661
"OBSCN",0.468826650499305,0.166666666666667,0.135748197643749,"(11,772,55,4915)","TRUE","1610/6580 (0.24468085106383)",0.998713731698642
"CUBN",0.472351380363502,0.0952380952380952,0.0749269005847953,"(6,410,57,5062)","TRUE","947/6066 (0.156116056709529)",0.998713731698642
"ASPM",0.479222935903022,0.0967741935483871,0.0774647887323944,"(6,429,56,5109)","TRUE","795/5960 (0.133389261744966)",0.998713731698642
"ANK2",0.482091038800829,0.0491803278688525,0.0799053512923189,"(3,439,58,5055)","TRUE","962/6075 (0.158353909465021)",0.998713731698642
"MXRA5",0.48232336619271,0.0476190476190476,0.0790578784005843,"(3,433,60,5044)","TRUE","881/5985 (0.147201336675021)",0.998713731698642
"KIAA1109",0.484070168293376,0.0491803278688525,0.0848528615273515,"(3,470,58,5069)","TRUE","913/6040 (0.151158940397351)",0.998713731698642
"DNAH2",0.493236797605917,0.114754098360656,0.0887605989536352,"(7,492,54,5051)","TRUE","885/5990 (0.147746243739566)",0.998713731698642
"FAT1",0.50971796211414,0.112903225806452,0.0921194674343289,"(7,512,55,5046)","TRUE","1064/6165 (0.172587185725872)",0.998713731698642
"ARID1A",0.518038693871799,0.0634920634920635,0.0940830576993752,"(4,512,59,4930)","TRUE","1023/6012 (0.170159680638723)",0.998713731698642
"DST",0.518050347855243,0.0655737704918033,0.099964298464834,"(4,560,57,5042)","TRUE","1050/6149 (0.170759473085054)",0.998713731698642
"DNAH3",0.518209816708619,0.0645161290322581,0.0980814057737135,"(4,547,58,5030)","TRUE","1087/6175 (0.176032388663968)",0.998713731698642
"SCN2A",0.543404401255199,0.0655737704918033,0.0491409569554776,"(4,266,57,5147)","TRUE","596/5800 (0.102758620689655)",0.998713731698642
"ZNF536",0.545782315657507,0.0645161290322581,0.0487940630797774,"(4,263,58,5127)","TRUE","706/5891 (0.119843829570531)",0.998713731698642
"LRP2",0.545797022375733,0.0806451612903226,0.112693608687912,"(5,633,57,4984)","TRUE","1291/6332 (0.203885028427037)",0.998713731698642
"SPHKAP",0.554092409216157,0.0634920634920635,0.0494994438264739,"(4,267,59,5127)","TRUE","707/5893 (0.119972849143051)",0.998713731698642
"PKD1L1",0.558105271100283,0.0655737704918033,0.0518545857169219,"(4,281,57,5138)","TRUE","608/5803 (0.104773393072549)",0.998713731698642
"SCN11A",0.558720684020662,0.0634920634920635,0.0502772643253235,"(4,272,59,5138)","TRUE","624/5821 (0.10719807593197)",0.998713731698642
"SCN1A",0.568705089091759,0.0655737704918033,0.0535846267553585,"(4,290,57,5122)","TRUE","651/5830 (0.111663807890223)",0.998713731698642
"CREBBP",0.568957428639594,0.0655737704918033,0.0536242603550296,"(4,290,57,5118)","TRUE","621/5796 (0.107142857142857)",0.998713731698642
"SDK1",0.573191207278,0.0655737704918033,0.0542793627269359,"(4,293,57,5105)","TRUE","648/5810 (0.111531841652324)",0.998713731698642
"COL22A1",0.575942587426182,0.0655737704918033,0.0546961325966851,"(4,297,57,5133)","TRUE","749/5939 (0.126115507661222)",0.998713731698642
"COL7A1",0.58210157424149,0.0327868852459016,0.0569375345494748,"(2,309,59,5118)","TRUE","636/5813 (0.10940994323069)",0.998713731698642
"SCN10A",0.582313516601882,0.032258064516129,0.0555862322841892,"(2,302,60,5131)","TRUE","664/5855 (0.113407344150299)",0.998713731698642
"MYH1",0.582473333440173,0.032258064516129,0.0571007552035366,"(2,310,60,5119)","TRUE","686/5865 (0.116965046888321)",0.998713731698642
"ZDBF2",0.584681473033613,0.0327868852459016,0.060522947522399,"(2,331,59,5138)","TRUE","653/5850 (0.111623931623932)",0.998713731698642
"FRY",0.58475921433738,0.0327868852459016,0.0605783308931186,"(2,331,59,5133)","TRUE","630/5822 (0.108210237031948)",0.998713731698642
"ASXL3",0.587941052920479,0.0327868852459016,0.0623624358033749,"(2,340,59,5112)","TRUE","722/5893 (0.122518241982013)",0.998713731698642
"MUC4",0.588060066662219,0.0327868852459016,0.0624196805581054,"(2,340,59,5107)","TRUE","759/5925 (0.128101265822785)",0.998713731698642
"PRUNE2",0.589937878724314,0.0327868852459016,0.0632469203897775,"(2,344,59,5095)","TRUE","716/5870 (0.121976149914821)",0.998713731698642
"MKI67",0.608274576343711,0.0819672131147541,0.0682811361981063,"(5,375,56,5117)","TRUE","671/5844 (0.114818617385352)",1
"FBN2",0.611089606355225,0.0806451612903226,0.0678184157324021,"(5,369,57,5072)","TRUE","762/5891 (0.129349855712103)",1
"SI",0.616987712725417,0.0819672131147541,0.0703067932797663,"(5,385,56,5091)","TRUE","889/6036 (0.147282968853545)",1
"NAV3",0.619314581942639,0.0819672131147541,0.0708142726440988,"(5,387,56,5078)","TRUE","921/6055 (0.152105697770438)",1
"ATM",0.624264812204171,0.0491803278688525,0.0731662703493689,"(3,400,58,5067)","TRUE","775/5900 (0.13135593220339)",1
"LAMA2",0.626172960608938,0.0491803278688525,0.0771053590958804,"(3,423,58,5063)","TRUE","860/5981 (0.143788664102993)",1
"MACF1",0.641574519960159,0.0952380952380952,0.0813111191597247,"(6,449,57,5073)","TRUE","890/6020 (0.147840531561462)",1
"BIRC6",0.648943418880938,0.0952380952380952,0.0835890955046037,"(6,463,57,5076)","TRUE","885/6018 (0.147058823529412)",1
"ATRX",0.656172153589671,0.0655737704918033,0.0936193419378295,"(4,515,57,4986)","TRUE","891/5934 (0.150151668351871)",1
"ANK3",0.664027615127747,0.109375,0.0936599423631124,"(7,520,57,5032)","TRUE","1085/6174 (0.175736961451247)",1
"PCDH15",0.675539513772627,0.114754098360656,0.103398926654741,"(7,578,54,5012)","TRUE","1271/6337 (0.200568092157172)",1
"DNAH7",0.685024450263707,0.123076923076923,0.107091945830364,"(8,601,57,5011)","TRUE","1267/6335 (0.2)",1
"GPR98",0.696769010487133,0.0952380952380952,0.119288888888889,"(6,671,57,4954)","TRUE","1430/6441 (0.222015215028722)",1
"PREX2",0.740649041965224,0.0491803278688525,0.0414575199851273,"(3,223,58,5156)","TRUE","584/5798 (0.100724387719903)",1
"HRNR",0.7689307996902,0.0483870967741935,0.0473977695167286,"(3,255,59,5125)","TRUE","637/5821 (0.109431369180553)",1
"KALRN",0.768986218685541,0.0327868852459016,0.0488617434758468,"(2,264,59,5139)","TRUE","608/5806 (0.104719255942129)",1
"MYH4",0.769022473658063,0.0327868852459016,0.0486406510079527,"(2,263,59,5144)","TRUE","605/5808 (0.104166666666667)",1
"STAB2",0.769687986926791,0.0327868852459016,0.0515291936978684,"(2,278,59,5117)","TRUE","606/5782 (0.104808024904877)",1
"C1orf173",0.770048909731193,0.0327868852459016,0.052037037037037,"(2,281,59,5119)","TRUE","723/5901 (0.122521606507372)",1
"VWF",0.770090728572483,0.032258064516129,0.0511542012927054,"(2,277,60,5138)","TRUE","600/5798 (0.103483959986202)",1
"SCN5A",0.770265652130556,0.0327868852459016,0.052300868600998,"(2,283,59,5128)","TRUE","578/5765 (0.100260190806592)",1
"CHD7",0.770618526135578,0.0327868852459016,0.052689756816507,"(2,286,59,5142)","TRUE","609/5810 (0.104819277108434)",1
"PLXNA4",0.771095319612304,0.0327868852459016,0.0531659590179066,"(2,288,59,5129)","TRUE","662/5850 (0.113162393162393)",1
"MYO18B",0.7713073457281,0.0327868852459016,0.0533604135893648,"(2,289,59,5127)","TRUE","678/5864 (0.115620736698499)",1
"NRXN1",0.771495224586892,0.0327868852459016,0.0535252860834256,"(2,290,59,5128)","TRUE","709/5896 (0.120251017639077)",1
"FBN3",0.77172417803579,0.0327868852459016,0.0537236013338273,"(2,290,59,5108)","TRUE","606/5773 (0.104971418673134)",1
"MYH8",0.771783334946676,0.0327868852459016,0.0537694013303769,"(2,291,59,5121)","TRUE","627/5807 (0.107973135870501)",1
"FLNC",0.773778077207822,0.0327868852459016,0.0552067946824225,"(2,299,59,5117)","TRUE","665/5841 (0.113850368087656)",1
"CNTNAP5",0.774571204820796,0.0327868852459016,0.0556990040575433,"(2,302,59,5120)","TRUE","729/5908 (0.123392010832769)",1
"SPEN",0.77489880599154,0.0327868852459016,0.0558937465412286,"(2,303,59,5118)","TRUE","632/5809 (0.108796694783956)",1
"MYO3A",0.778992320043826,0.0645161290322581,0.0566868464501926,"(4,309,58,5142)","TRUE","604/5804 (0.104066161268091)",1
"NIPBL",0.779971102725515,0.0645161290322581,0.0571323258385551,"(4,310,58,5116)","TRUE","586/5760 (0.101736111111111)",1
"WDFY3",0.780501599780708,0.0655737704918033,0.0583364004416636,"(4,317,57,5117)","TRUE","640/5814 (0.110079119367045)",1
"PAPPA2",0.781189712468563,0.0655737704918033,0.0586385497595265,"(4,317,57,5089)","TRUE","855/6001 (0.142476253957674)",1
"MYH2",0.784104879634594,0.0655737704918033,0.0598416497882526,"(4,325,57,5106)","TRUE","733/5896 (0.12432157394844)",1
"PTPRD",0.784782623724817,0.0634920634920635,0.0581523739418476,"(4,316,59,5118)","TRUE","742/5919 (0.125359013346849)",1
"VPS13D",0.786738117533413,0.0634920634920635,0.0588774761555393,"(4,321,59,5131)","TRUE","641/5831 (0.109929686160178)",1
"FBN1",0.786910245329367,0.0655737704918033,0.0609174311926605,"(4,332,57,5118)","TRUE","627/5802 (0.108066184074457)",1
"UTRN",0.788484505495034,0.0655737704918033,0.061493411420205,"(4,336,57,5128)","TRUE","653/5838 (0.111853374443302)",1
"LAMA1",0.796288790753885,0.0655737704918033,0.064142620841757,"(4,349,57,5092)","TRUE","783/5932 (0.131995954146999)",1
"TG",0.796845827345736,0.0491803278688525,0.0664586010648063,"(3,362,58,5085)","TRUE","805/5948 (0.135339609952925)",1
"HERC1",0.796896757644043,0.0491803278688525,0.0646401757919795,"(3,353,58,5108)","TRUE","674/5840 (0.11541095890411)",1
"VPS13C",0.797807923296011,0.0491803278688525,0.0689090909090909,"(3,379,58,5121)","TRUE","676/5855 (0.115456874466268)",1
"MYCBP2",0.802612537638952,0.0819672131147541,0.0732727272727273,"(5,403,56,5097)","TRUE","777/5930 (0.131028667790894)",1
"DCHS2",0.809176884972399,0.0819672131147541,0.077215878194671,"(5,426,56,5091)","TRUE","862/6009 (0.143451489432518)",1
"PKHD1",0.816606191753028,0.0655737704918033,0.0852572259589166,"(4,469,57,5032)","TRUE","961/6050 (0.158842975206612)",1
"RELN",0.817421752195745,0.0645161290322581,0.0851643362992555,"(4,469,58,5038)","TRUE","1015/6111 (0.166093928980527)",1
"HERC2",0.825704124792172,0.0967741935483871,0.0923269989243456,"(6,515,56,5063)","TRUE","975/6094 (0.159993436166721)",1
"MUC5B",0.830343243379276,0.0806451612903226,0.0990116801437556,"(5,551,57,5014)","TRUE","1108/6179 (0.179317041592491)",1
"PKHD1L1",0.831045655019721,0.078125,0.0972671700827041,"(5,541,59,5021)","TRUE","1263/6343 (0.199117137001419)",1
"DNAH11",0.836700477015521,0.109375,0.103958630527817,"(7,583,57,5025)","TRUE","1211/6293 (0.192436040044494)",1
"CSMD1",0.841962686937975,0.09375,0.11327496873325,"(6,634,58,4963)","TRUE","1508/6529 (0.230969520600398)",1
"FAT4",0.85032214063417,0.114754098360656,0.13589519650655,"(7,778,54,4947)","TRUE","1640/6641 (0.246950760427646)",1
"RYR2",0.862666286575954,0.147540983606557,0.166465204627871,"(9,964,52,4827)","TRUE","2206/7085 (0.31136203246295)",1
"DOCK2",1,0.0491803278688525,0.0545185732766587,"(3,295,58,5116)","TRUE","625/5799 (0.107777202966029)",1
"DYSF",1,0.0491803278688525,0.0547465437788018,"(3,297,58,5128)","TRUE","631/5817 (0.108475159016675)",1
"HSPG2",1,0.0483870967741935,0.0575539568345324,"(3,312,59,5109)","TRUE","625/5793 (0.107888831348179)",1
"LRP1",1,0.0806451612903226,0.0810076114534252,"(5,447,57,5071)","TRUE","851/5979 (0.142331493560796)",1
"NBEA",1,0.0645161290322581,0.0741818181818182,"(4,408,58,5092)","TRUE","768/5918 (0.129773572152754)",1
"SACS",1,0.0819672131147541,0.0959586968132455,"(5,539,56,5078)","TRUE","993/6127 (0.162069528317284)",1
"USP34",1,0.0491803278688525,0.0543817747565681,"(3,296,58,5147)","TRUE","612/5817 (0.105208870551831)",1
"ADAMTS20",1,0.0483870967741935,0.0504994450610433,"(3,273,59,5133)","TRUE","623/5815 (0.10713671539123)",1
"AHNAK2",1,0.0819672131147541,0.0965417867435159,"(5,536,56,5016)","TRUE","1185/6257 (0.189387885568164)",1
"ALMS1",1,0.0483870967741935,0.0625343847423437,"(3,341,59,5112)","TRUE","690/5861 (0.117727350281522)",1
"ANKRD30A",1,0.0491803278688525,0.0546558704453441,"(3,297,58,5137)","TRUE","661/5856 (0.112875683060109)",1
"BRCA2",1,0.0645161290322581,0.0685329940010907,"(4,377,58,5124)","TRUE","687/5869 (0.117055716476401)",1
"BSN",1,0.0491803278688525,0.055822550831793,"(3,302,58,5108)","TRUE","649/5815 (0.111607910576096)",1
"CDH10",1,0.0491803278688525,0.050249399593571,"(3,272,58,5141)","TRUE","667/5866 (0.113706102966246)",1
"DNAH17",1,0.0655737704918033,0.0770772594752187,"(4,423,57,5065)","TRUE","846/5968 (0.141756032171582)",1
"FAT3",1,0.114754098360656,0.114940486764967,"(7,647,54,4982)","TRUE","1463/6499 (0.225111555623942)",1
