"","pvalues","AMPLIFIED_DELETERIOUS/(AMPLIFIED_DELETERIOUS+AMPLIFIED_WT)","NON_AMPLIFIED_DELETERIOUS/(NON_AMPLIFIED_DELETERIOUS+NON_AMPLIFIED_WT)","contingency table frequencies (A,B,C,D)","tp_flags","Mutational_Freq","adjusted_pvalue"
"KIAA1549",0.037394380040865,0.0230088495575221,0.0431519699812383,"(13,46,552,1020)","TRUE","227/2189 (0.103700319780722)",0.167768749891696
"CEP350",0.0374078969353106,0.0230088495575221,0.0437209302325581,"(13,47,552,1028)","TRUE","222/2191 (0.101323596531264)",0.167768749891696
"CELSR1",0.03949787544711,0.0157894736842105,0.0338517840805123,"(9,37,561,1056)","TRUE","237/2226 (0.106469002695418)",0.171931928416832
"DNAH3",0.0469648193470237,0.0323159784560144,0.0547024952015355,"(18,57,539,985)","TRUE","349/2296 (0.152003484320557)",0.198594093238843
"CHD9",0.0513989391690469,0.0506993006993007,0.0769927536231884,"(29,85,543,1019)","TRUE","244/2216 (0.110108303249097)",0.203896731039417
"CELSR3",0.0515748506509644,0.012216404886562,0.0276190476190476,"(7,29,566,1021)","TRUE","253/2244 (0.112745098039216)",0.203896731039417
"DNAH17",0.0523518633749855,0.0206378986866792,0.0400390625,"(11,41,522,983)","TRUE","390/2321 (0.16803102111159)",0.203896731039417
"TP53",0.0564447972722555,0.53735632183908,0.473760932944606,"(187,325,161,361)","TRUE","1306/2747 (0.47542773935202)",0.210140060905468
"TNR",0.0589875403641244,0.0215439856373429,0.0393996247654784,"(12,42,545,1024)","TRUE","225/2182 (0.103116406966086)",0.210140060905468
"VPS13B",0.0590303908651507,0.0498220640569395,0.0752587017873942,"(28,80,534,983)","TRUE","322/2273 (0.141663000439947)",0.210140060905468
"ZFHX4",0.0596343416083084,0.0665280665280665,0.0970072239422085,"(32,94,449,875)","TRUE","648/2593 (0.249903586579252)",0.210140060905468
"TRRAP",0.0695594911116759,0.0197841726618705,0.0366197183098592,"(11,39,545,1026)","TRUE","269/2246 (0.119768477292965)",0.237298048190197
"EYS",0.071131543770451,0.036697247706422,0.0589371980676328,"(20,61,525,974)","TRUE","339/2265 (0.149668874172185)",0.237298048190197
"UNC13C",0.0721514335713436,0.0311355311355311,0.0510105871029836,"(17,53,529,986)","TRUE","294/2260 (0.130088495575221)",0.237298048190197
"DNHD1",0.0739043615685011,0.0258780036968577,0.0449017773620206,"(14,48,527,1021)","TRUE","286/2267 (0.126157917953242)",0.237779250263873
"KALRN",0.0781346902971071,0.0218978102189781,0.0387157695939566,"(12,41,536,1018)","TRUE","255/2221 (0.114813147230977)",0.238532687238153
"VPS13A",0.0819315776734947,0.0449826989619377,0.0669683257918552,"(26,74,552,1031)","TRUE","230/2207 (0.104213864975079)",0.238532687238153
"ABCA13",0.0819825702478966,0.0879541108986616,0.118055555555556,"(46,119,477,889)","TRUE","493/2405 (0.204989604989605)",0.238532687238153
"FLNB",0.082711163112134,0.0178571428571429,0.0333333333333333,"(10,36,550,1044)","TRUE","229/2208 (0.103713768115942)",0.238532687238153
"HERC2",0.0843768851682422,0.0246212121212121,0.0423387096774194,"(13,42,515,950)","TRUE","395/2343 (0.168587281263338)",0.238532687238153
"COL22A1",0.0846850848018874,0.0283185840707965,0.0463137996219282,"(16,49,549,1009)","TRUE","247/2195 (0.1125284738041)",0.238532687238153
"DSP",0.0854204893487981,0.0230496453900709,0.0401119402985075,"(13,43,551,1029)","TRUE","239/2217 (0.107803337843933)",0.238532687238153
"WDFY3",0.0922317338121327,0.0196078431372549,0.0358152686145146,"(11,38,550,1023)","TRUE","226/2184 (0.103479853479853)",0.252783270448068
"VPS13C",0.0987716466249915,0.0321428571428571,0.0510879848628193,"(18,54,542,1003)","TRUE","266/2226 (0.119496855345912)",0.2648347224776
"TPR",0.100207732829362,0.0449050086355786,0.0656335460346399,"(26,72,553,1025)","TRUE","220/2194 (0.100273473108478)",0.2648347224776
"KIAA1109",0.107218293457762,0.0989399293286219,0.125919117647059,"(56,137,510,951)","TRUE","373/2310 (0.161471861471861)",0.273633870780021
"MYO9A",0.107234895305684,0.0552677029360967,0.0775473399458972,"(32,86,547,1023)","TRUE","221/2183 (0.101236830050389)",0.273633870780021
"TENM2",0.115932086819102,0.00720720720720721,0.0176125244618395,"(4,18,551,1004)","TRUE","262/2206 (0.118766999093382)",0.287434461699981
"MXRA5",0.116527484472965,0.00715563506261181,0.0173243503368624,"(4,18,555,1021)","TRUE","219/2182 (0.100366636113657)",0.287434461699981
"MUC5B",0.131332511103652,0.0371819960861057,0.0564102564102564,"(19,55,492,920)","TRUE","464/2403 (0.193091968372867)",0.308856539974319
"ACACB",0.131430851553575,0.0211267605633803,0.0351201478743068,"(12,38,556,1044)","TRUE","235/2221 (0.105808194506979)",0.308856539974319
"UBR5",0.13147271634042,0.0399305555555556,0.0584474885844749,"(23,64,553,1031)","TRUE","230/2224 (0.10341726618705)",0.308856539974319
"ROBO2",0.143814349869847,0.0437062937062937,0.0611313868613139,"(25,67,547,1029)","TRUE","242/2203 (0.109850204266909)",0.328600576534564
"TTN",0.144317820775315,0.469512195121951,0.519021739130435,"(154,382,174,354)","TRUE","3524/6378 (0.552524302289119)",0.328600576534564
"MGA",0.172649597913194,0.0429553264604811,0.0593607305936073,"(25,65,557,1030)","TRUE","253/2264 (0.111749116607774)",0.3839785382251
"RYR3",0.173828122034336,0.0608365019011407,0.0442655935613682,"(32,44,494,950)","TRUE","422/2374 (0.177759056444819)",0.3839785382251
"FLNC",0.177617999960238,0.0324909747292419,0.0208530805687204,"(18,22,536,1033)","TRUE","284/2276 (0.124780316344464)",0.386580352854635
"RP1L1",0.18672895892438,0.0131578947368421,0.0240847784200385,"(7,25,525,1013)","TRUE","292/2243 (0.130182790905038)",0.400520085808814
"FRAS1",0.195466809210612,0.0524412296564195,0.0380228136882129,"(29,40,524,1012)","TRUE","295/2254 (0.130878438331854)",0.413272682331008
"MUC4",0.19974333314898,0.0423162583518931,0.0288683602771363,"(19,25,430,841)","TRUE","656/2568 (0.255451713395639)",0.41636638459224
"ZDBF2",0.205314782383976,0.027124773960217,0.0401493930905696,"(15,43,538,1028)","TRUE","239/2197 (0.108784706417843)",0.422035941567062
"RP1",0.214051681245451,0.0281195079086116,0.0412371134020619,"(16,44,553,1023)","TRUE","264/2249 (0.117385504668742)",0.433967792114065
"KMT2A",0.237086297493739,0.0621761658031088,0.0793795620437956,"(36,87,543,1009)","TRUE","269/2251 (0.119502443358507)",0.474172594987478
"IGFN1",0.242056575741435,0.0251798561151079,0.0365853658536585,"(14,39,542,1027)","TRUE","254/2212 (0.114828209764919)",0.477658309463098
"DNAH7",0.247785692380212,0.0576208178438662,0.0734299516908213,"(31,76,507,959)","TRUE","400/2331 (0.171600171600172)",0.482015291487745
"LAMA3",0.255995428514496,0.0193661971830986,0.0290534208059981,"(11,31,557,1036)","TRUE","220/2184 (0.100732600732601)",0.482015291487745
"MYO18B",0.258615550869217,0.0448598130841121,0.0327868852459016,"(24,34,511,1003)","TRUE","315/2264 (0.139134275618375)",0.482015291487745
"TNRC6B",0.25878464135203,0.0811258278145695,0.098504837291117,"(49,112,555,1025)","TRUE","230/2232 (0.103046594982079)",0.482015291487745
"MUC2",0.266819468628162,0.00874125874125874,0.0159774436090226,"(5,17,567,1047)","TRUE","234/2216 (0.105595667870036)",0.482015291487745
"RYR2",0.266979662367188,0.153543307086614,0.131524008350731,"(78,126,430,832)","TRUE","715/2666 (0.268192048012003)",0.482015291487745
"FREM2",0.267062526364832,0.0142095914742451,0.0227057710501419,"(8,24,555,1033)","TRUE","236/2210 (0.106787330316742)",0.482015291487745
"LRP1B",0.276534705992789,0.0952380952380952,0.115812917594655,"(46,104,437,794)","TRUE","749/2694 (0.278025241276912)",0.493098029963046
"CUBN",0.280173154216184,0.046594982078853,0.0350710900473934,"(26,37,532,1018)","TRUE","325/2288 (0.142045454545455)",0.493638414571372
"BSN",0.287973602413562,0.0161001788908766,0.0258126195028681,"(9,27,550,1019)","TRUE","273/2254 (0.12111801242236)",0.498159292235258
"HERC1",0.290087510478402,0.0433996383363472,0.0560747663551402,"(24,60,529,1010)","TRUE","287/2250 (0.127555555555556)",0.498159292235258
"DNAH6",0.299356315970075,0.0254083484573503,0.0363984674329502,"(14,38,537,1006)","TRUE","322/2280 (0.141228070175439)",0.498159292235258
"MKI67",0.299469575657837,0.0251346499102334,0.0360873694207028,"(14,38,543,1015)","TRUE","243/2211 (0.109905020352782)",0.498159292235258
"PRKDC",0.299568763573905,0.0351851851851852,0.0469483568075117,"(19,50,521,1015)","TRUE","271/2247 (0.120605251446373)",0.498159292235258
"CDH23",0.328041903672404,0.033457249070632,0.0241545893719807,"(18,25,520,1010)","TRUE","298/2247 (0.132621272808189)",0.539446686039064
"DNAH1",0.344776620716256,0.0346715328467153,0.0257142857142857,"(19,27,529,1023)","TRUE","285/2263 (0.125939019001326)",0.560735602923142
"UNC80",0.368846292525454,0.0249110320284698,0.0345149253731343,"(14,37,548,1035)","TRUE","293/2275 (0.128791208791209)",0.593361427106164
"RYR1",0.3763724441771,0.0415841584158416,0.0530071355759429,"(21,52,484,929)","TRUE","493/2439 (0.202132021320213)",0.598958298260332
"MDN1",0.39320848500648,0.0418943533697632,0.0519730510105871,"(23,54,526,985)","TRUE","358/2316 (0.154576856649396)",0.61358243792702
"UBR4",0.393853591912614,0.029143897996357,0.0387157695939566,"(16,41,533,1018)","TRUE","307/2302 (0.133362293657689)",0.61358243792702
"MYO15A",0.402073246942264,0.0190972222222222,0.0273843248347498,"(11,29,565,1030)","TRUE","260/2251 (0.115504220346513)",0.619862922369324
"MGAM",0.417273673990355,0.0209424083769634,0.0280898876404494,"(12,30,561,1038)","TRUE","246/2228 (0.110412926391382)",0.625238687920096
"EP400",0.420429750783759,0.022140221402214,0.0306807286673058,"(12,32,530,1011)","TRUE","261/2217 (0.117726657645467)",0.625238687920096
"MUC17",0.430087595961189,0.0244399185336049,0.0178197064989518,"(12,17,479,937)","TRUE","414/2316 (0.178756476683938)",0.625238687920096
"COL12A1",0.434419981489177,0.034965034965035,0.0434782608695652,"(20,47,552,1034)","TRUE","257/2262 (0.113616268788683)",0.625238687920096
"CENPF",0.435251850148426,0.0670103092783505,0.0778388278388278,"(39,85,543,1007)","TRUE","262/2225 (0.117752808988764)",0.625238687920096
"LRP2",0.441763959291223,0.0391791044776119,0.0492462311557789,"(21,49,515,946)","TRUE","434/2373 (0.182890855457227)",0.625238687920096
"SI",0.441913946063541,0.0371024734982332,0.0457578646329838,"(21,48,545,1001)","TRUE","279/2234 (0.124888093106535)",0.625238687920096
"FLG",0.442701007391564,0.0447761194029851,0.0553097345132743,"(21,50,448,854)","TRUE","543/2409 (0.225404732254047)",0.625238687920096
"AHNAK",0.443581501564933,0.0158415841584158,0.0233265720081136,"(8,23,497,963)","TRUE","407/2352 (0.173044217687075)",0.625238687920096
"VPS13D",0.44872613678787,0.0252707581227437,0.0333024976873266,"(14,36,540,1045)","TRUE","238/2220 (0.107207207207207)",0.62652328532646
"DNAH2",0.459182274766604,0.0268336314847943,0.0351043643263757,"(15,37,544,1017)","TRUE","303/2293 (0.132141299607501)",0.635130623041658
"FLG2",0.4801128848505,0.0179856115107914,0.0243217960710945,"(10,26,546,1043)","TRUE","223/2186 (0.102012808783166)",0.657932471832166
"LRP1",0.48806657470537,0.0473684210526316,0.0560836501901141,"(27,59,543,993)","TRUE","350/2345 (0.149253731343284)",0.662695899599952
"PLXNB1",0.495686569257051,0.0188679245283019,0.0245901639344262,"(11,27,572,1071)","TRUE","246/2181 (0.112792297111417)",0.666923747727668
"PLXNA4",0.516220899665952,0.0306306306306306,0.0246212121212121,"(17,26,538,1030)","TRUE","239/2210 (0.108144796380091)",0.688294532887936
"RIMS2",0.522628937108199,0.0821428571428571,0.092678405931418,"(46,100,514,979)","TRUE","304/2253 (0.134931202840657)",0.69061680975012
"WDFY4",0.559779881439309,0.036563071297989,0.0313092979127135,"(20,33,527,1021)","TRUE","275/2236 (0.12298747763864)",0.733163030557679
"TENM3",0.568496576905992,0.0301418439716312,0.0367577756833176,"(17,39,547,1022)","TRUE","258/2231 (0.115643209323173)",0.738048187562165
"RNF213",0.63604619269366,0.0252707581227437,0.030969030969031,"(14,31,540,970)","TRUE","336/2309 (0.145517540060632)",0.818563795814449
"LRRK2",0.655620965790422,0.0530035335689046,0.059204440333025,"(30,64,536,1017)","TRUE","263/2221 (0.118415128320576)",0.836481921870538
"DCHS2",0.664145996938081,0.0311355311355311,0.0364173228346457,"(17,37,529,979)","TRUE","351/2323 (0.151097718467499)",0.840116303819111
"KRAS",0.67042829905871,0.00198807157057654,0.00515995872033024,"(1,5,502,964)","TRUE","257/2136 (0.120318352059925)",0.840876171700755
"DNAH11",0.68591628486303,0.0377358490566038,0.0434343434343434,"(20,43,510,947)","TRUE","402/2327 (0.172754619681994)",0.853072354283432
"UTRN",0.695636033249484,0.043630017452007,0.0393626991565136,"(25,42,548,1025)","TRUE","227/2202 (0.103088101725704)",0.853937971068355
"DNAH5",0.698151989859939,0.0863970588235294,0.0797607178464606,"(47,80,497,923)","TRUE","504/2468 (0.204213938411669)",0.853937971068355
"ITPR2",0.704568453607889,0.0396551724137931,0.0449954086317723,"(23,49,557,1040)","TRUE","225/2210 (0.101809954751131)",0.854722386343996
"UNC79",0.714369721670285,0.0437828371278459,0.0485074626865672,"(25,52,546,1020)","TRUE","268/2241 (0.119589468987059)",0.859566819570749
"DMD",0.725352307721577,0.0498154981549815,0.0555555555555556,"(27,59,515,1003)","TRUE","342/2316 (0.147668393782383)",0.865743076958012
"SMARCA4",0.742327078819454,0.0554592720970537,0.0608614232209738,"(32,65,545,1003)","TRUE","238/2197 (0.108329540282203)",0.878915261322233
"CHD7",0.764727720004576,0.0283185840707965,0.0315106580166821,"(16,34,549,1045)","TRUE","242/2230 (0.108520179372197)",0.898251607624423
"EP300",0.775803214679765,0.0757314974182444,0.08098271155596,"(44,89,537,1010)","TRUE","288/2260 (0.127433628318584)",0.904085636004765
"PRUNE2",0.804007396506299,0.0126126126126126,0.0105062082139446,"(7,11,548,1036)","TRUE","239/2207 (0.10829179882193)",0.926600210659615
"MUC16",0.80764477821007,0.194148936170213,0.187412587412587,"(73,134,303,581)","TRUE","1617/3683 (0.43904425739886)",0.926600210659615
"USH2A",0.836834646042496,0.0763052208835341,0.081140350877193,"(38,74,460,838)","TRUE","654/2583 (0.253193960511034)",0.952677424758109
"RANBP2",0.843248261103461,0.0160142348754448,0.0182516810758886,"(9,19,553,1022)","TRUE","248/2224 (0.111510791366906)",0.952677424758109
"DIDO1",0.852833458984151,0.0222634508348794,0.02,"(12,21,527,1029)","TRUE","257/2220 (0.115765765765766)",0.956207211588291
"NF1",0.862355680923444,0.0926243567753002,0.096830985915493,"(54,110,529,1026)","TRUE","271/2234 (0.121307072515667)",0.959613840426088
"CNTNAP2",0.878908050037665,0.0282186948853616,0.030188679245283,"(16,32,551,1028)","TRUE","221/2180 (0.101376146788991)",0.960281102980491
"CNTNAP5",0.881555039224074,0.0326086956521739,0.0311909262759924,"(18,33,534,1025)","TRUE","234/2195 (0.106605922551253)",0.960281102980491
"HYDIN",0.8824204730091,0.0307414104882459,0.0334608030592734,"(17,35,536,1011)","TRUE","265/2233 (0.118674429019257)",0.960281102980491
"BIRC6",0.90017098968433,0.048689138576779,0.0466019417475728,"(26,48,508,982)","TRUE","361/2328 (0.155068728522337)",0.966326265217819
"DYSF",0.901033950000398,0.0462633451957295,0.0447897623400366,"(26,49,536,1045)","TRUE","232/2214 (0.104787714543812)",0.966326265217819
"XIRP2",0.911567094704491,0.0629770992366412,0.0614035087719298,"(33,63,491,963)","TRUE","398/2373 (0.1677201854193)",0.970589424577444
"VCAN",1,0.0538033395176252,0.0545977011494253,"(29,57,510,987)","TRUE","295/2257 (0.13070447496677)",1
"HUWE1",1,0.0213143872113677,0.0222222222222222,"(12,24,551,1056)","TRUE","239/2223 (0.107512370670265)",1
"ABCA2",1,0.0139130434782609,0.0148560817084494,"(8,16,567,1061)","TRUE","231/2222 (0.103960396039604)",1
"HELZ2",1,0.0146252285191956,0.0142993326978074,"(8,15,539,1034)","TRUE","246/2218 (0.110910730387737)",1
"PXDNL",1,0.0233812949640288,0.0236742424242424,"(13,25,543,1031)","TRUE","237/2198 (0.107825295723385)",1
"TENM4",1,0.0202205882352941,0.0219675262655205,"(11,23,533,1024)","TRUE","247/2206 (0.111967361740707)",1
"FMN2",1,0.0330882352941176,0.0328502415458937,"(18,34,526,1001)","TRUE","291/2236 (0.130143112701252)",1
"TCHH",1,0.014519056261343,0.0147637795275591,"(8,15,543,1001)","TRUE","251/2196 (0.114298724954463)",1
"DCHS1",1,0.0195729537366548,0.0207939508506616,"(11,22,551,1036)","TRUE","231/2201 (0.104952294411631)",1
