"","pvalues","AMPLIFIED_MUTATED/(AMPLIFIED_MUTATED+AMPLIFIED_WT)","NON_AMPLIFIED_MUTATED/(NON_AMPLIFIED_MUTATED+NON_AMPLIFIED_WT)","contingency table frequencies (A,B,C,D)","tp_flags","Mutational_Freq","adjusted_pvalue"
"SULF1",0.0235324268107041,0.241379310344828,0.0991649269311065,"(7,95,22,863)","TRUE","127/1047 (0.121298949379179)",0.720392164649281
"MYO18A",0.0235568705720953,0,0.151020408163265,"(NA,148,26,832)","TRUE","172/1076 (0.159851301115242)",0.720392164649281
"MYH7",0.0239068196233168,0,0.160123966942149,"(NA,155,26,813)","TRUE","179/1076 (0.16635687732342)",0.720392164649281
"CDH9",0.0264955122583654,0.241379310344828,0.10167714884696,"(7,97,22,857)","TRUE","136/1047 (0.129894937917861)",0.735060183273859
"TNRC6B",0.0269476357620166,0.0384615384615385,0.213098729227761,"(1,218,25,805)","TRUE","230/1124 (0.204626334519573)",0.735060183273859
"F5",0.0273169860820397,0.303030303030303,0.152129817444219,"(10,150,23,836)","TRUE","196/1111 (0.176417641764176)",0.735060183273859
"DCC",0.0284202782947975,0.3,0.138429752066116,"(9,134,21,834)","TRUE","187/1088 (0.171875)",0.735060183273859
"HEPHL1",0.0287971604759953,0.214285714285714,0.0833333333333333,"(6,79,22,869)","TRUE","106/1025 (0.103414634146341)",0.735060183273859
"LRBA",0.0292723081834723,0.344827586206897,0.178427419354839,"(10,177,19,815)","TRUE","203/1101 (0.184377838328792)",0.735060183273859
"IFT140",0.0302308270670253,0.25,0.108695652173913,"(7,105,21,861)","TRUE","127/1045 (0.121531100478469)",0.738612639691644
"SLC4A3",0.0342167137130732,0.233333333333333,0.103556485355649,"(7,99,23,857)","TRUE","113/1034 (0.109284332688588)",0.742852127249496
"ADCY1",0.034576654497886,0.222222222222222,0.0906217070600632,"(6,86,21,863)","TRUE","119/1029 (0.115646258503401)",0.742852127249496
"ZNF141",0.0363736230077389,0.230769230769231,0.0955882352941176,"(6,91,20,861)","TRUE","109/1016 (0.107283464566929)",0.742852127249496
"KIF26A",0.0383346156279185,0.3,0.151576805696846,"(9,149,21,834)","TRUE","182/1092 (0.166666666666667)",0.742852127249496
"ITGA8",0.0383624030017711,0.214285714285714,0.0893796004206099,"(6,85,22,866)","TRUE","113/1033 (0.109390125847047)",0.742852127249496
"ZC3H13",0.0385795979185195,0,0.134912461380021,"(NA,131,26,840)","TRUE","156/1067 (0.146204311152765)",0.742852127249496
"COL18A1",0.0385879573903651,0,0.134715025906736,"(NA,130,26,835)","TRUE","187/1090 (0.171559633027523)",0.742852127249496
"KIF1A",0.0388761385432677,0,0.132924335378323,"(NA,130,26,848)","TRUE","146/1063 (0.137347130761994)",0.742852127249496
"POLD1",0.0389002562899825,0,0.141981613891726,"(NA,139,26,840)","TRUE","125/1044 (0.119731800766284)",0.742852127249496
"PPP1R9A",0.0390048439025135,0.206896551724138,0.0864067439409905,"(6,82,23,867)","TRUE","123/1038 (0.11849710982659)",0.742852127249496
"TLR4",0.039591366727996,0.178571428571429,0.0664556962025316,"(5,63,23,885)","TRUE","105/1034 (0.101547388781431)",0.742852127249496
"MYOM2",0.0402652148619749,0,0.146788990825688,"(NA,144,26,837)","TRUE","160/1076 (0.148698884758364)",0.742852127249496
"CFH",0.0462865161093733,0.258064516129032,0.121399176954733,"(8,118,23,854)","TRUE","125/1052 (0.118821292775665)",0.805234722044141
"ZNF99",0.0470119795968272,0.214285714285714,0.0940438871473354,"(6,90,22,867)","TRUE","132/1051 (0.125594671741199)",0.805234722044141
"PRKDC",0.0479318196720704,0.375,0.215202369200395,"(12,218,20,795)","TRUE","271/1163 (0.233018056749785)",0.805234722044141
"TET1",0.048004966119447,0.266666666666667,0.128073770491803,"(8,125,22,851)","TRUE","147/1069 (0.137511693171188)",0.805234722044141
"MYOM1",0.0486387981771225,0.214285714285714,0.0948366701791359,"(6,90,22,859)","TRUE","132/1039 (0.127045235803657)",0.805234722044141
"IQGAP2",0.0492998722785772,0.206896551724138,0.0916666666666667,"(6,88,23,872)","TRUE","121/1046 (0.115678776290631)",0.805234722044141
"CEP290",0.0505326544395704,0.32258064516129,0.171603677221655,"(10,168,21,811)","TRUE","191/1083 (0.176361957525392)",0.805234722044141
"ABCC11",0.0507725433147301,0.206896551724138,0.0923399790136411,"(6,88,23,865)","TRUE","117/1032 (0.113372093023256)",0.805234722044141
"MMRN1",0.0534902239501601,0.192307692307692,0.0784729586426299,"(5,74,21,869)","TRUE","112/1029 (0.108843537414966)",0.814546589622063
"PPP1R3A",0.0560461871724936,0.275862068965517,0.140495867768595,"(8,136,21,832)","TRUE","161/1061 (0.151743638077286)",0.814546589622063
"MAP3K19",0.0605564577937484,0.2,0.0931937172774869,"(6,89,24,866)","TRUE","116/1038 (0.111753371868979)",0.814546589622063
"TBC1D4",0.0613747529395696,0.206896551724138,0.0969760166840459,"(6,93,23,866)","TRUE","135/1062 (0.127118644067797)",0.814546589622063
"LMTK3",0.0623186484855189,0,0.121649484536082,"(NA,118,26,852)","TRUE","134/1048 (0.127862595419847)",0.814546589622063
"ESPL1",0.0623391768393066,0,0.122279792746114,"(NA,118,26,847)","TRUE","149/1062 (0.14030131826742)",0.814546589622063
"ZC3H4",0.0623706444659501,0,0.122302158273381,"(NA,119,26,854)","TRUE","135/1052 (0.128326996197719)",0.814546589622063
"LAMB2",0.0623952560981589,0,0.122680412371134,"(NA,119,26,851)","TRUE","156/1072 (0.145522388059701)",0.814546589622063
"AGRN",0.0624701725197617,0,0.12344398340249,"(NA,119,26,845)","TRUE","167/1071 (0.155929038281979)",0.814546589622063
"ABCA9",0.0626918093212319,0,0.117341640706127,"(NA,113,26,850)","TRUE","150/1062 (0.141242937853107)",0.814546589622063
"DNAH12",0.0636759840887547,0.214285714285714,0.101659751037344,"(6,98,22,866)","TRUE","132/1053 (0.125356125356125)",0.814546589622063
"ZFHX2",0.0639835543535156,0,0.128526645768025,"(NA,123,26,834)","TRUE","175/1069 (0.163704396632367)",0.814546589622063
"CENPE",0.0647617861772495,0.266666666666667,0.141237113402062,"(8,137,22,833)","TRUE","171/1078 (0.158627087198516)",0.814546589622063
"DNAH3",0.0658412093517649,0.393939393939394,0.246588693957115,"(13,253,20,773)","TRUE","349/1241 (0.281224818694601)",0.814546589622063
"NLRP14",0.0659581813711604,0.172413793103448,0.0743099787685775,"(5,70,24,872)","TRUE","112/1032 (0.108527131782946)",0.814546589622063
"TRPM3",0.0669147349546738,0.266666666666667,0.142568250758342,"(8,141,22,848)","TRUE","166/1093 (0.151875571820677)",0.814546589622063
"HUWE1",0.0675731822129001,0.0384615384615385,0.183183183183183,"(1,183,25,816)","TRUE","239/1141 (0.209465381244522)",0.814546589622063
"DSCAML1",0.067578533431034,0.0384615384615385,0.184317718940937,"(1,181,25,801)","TRUE","210/1101 (0.190735694822888)",0.814546589622063
"FRYL",0.0702745375219331,0.285714285714286,0.155804480651731,"(8,153,20,829)","TRUE","193/1096 (0.176094890510949)",0.825603214444987
"WDR17",0.0708993215793433,0.25,0.119916579770594,"(7,115,21,844)","TRUE","142/1048 (0.135496183206107)",0.825603214444987
"DNAH2",0.0726501928671012,0.382352941176471,0.244937319189971,"(13,254,21,783)","TRUE","303/1196 (0.253344481605351)",0.825603214444987
"KIF20B",0.0735301466840596,0.241379310344828,0.117523609653725,"(7,112,22,841)","TRUE","150/1053 (0.142450142450142)",0.825603214444987
"APC",0.074044077439105,0.424242424242424,0.273584905660377,"(14,290,19,770)","TRUE","356/1259 (0.282764098490866)",0.825603214444987
"SLITRK3",0.0741781699405302,0.225806451612903,0.109489051094891,"(7,105,24,854)","TRUE","128/1043 (0.122722914669223)",0.825603214444987
"TDRD1",0.0754422689061023,0.185185185185185,0.0835095137420719,"(5,79,22,867)","TRUE","107/1026 (0.104288499025341)",0.825603214444987
"ZFC3H1",0.0758020650430685,0.259259259259259,0.129363449691992,"(7,126,20,848)","TRUE","140/1055 (0.132701421800948)",0.825603214444987
"SCN2A",0.0790190917112468,0.3,0.166326530612245,"(9,163,21,817)","TRUE","191/1090 (0.175229357798165)",0.84021386377219
"XYLT1",0.0812180435964781,0.178571428571429,0.0821917808219178,"(5,78,23,871)","TRUE","106/1027 (0.103213242453749)",0.84021386377219
"RB1",0.0833467250251884,0.25,0.129301355578728,"(7,124,21,835)","TRUE","201/1098 (0.183060109289617)",0.84021386377219
"LRFN5",0.0844027988814038,0.185185185185185,0.0864583333333333,"(5,83,22,877)","TRUE","111/1036 (0.107142857142857)",0.84021386377219
"TDRD6",0.0851282855109382,0.233333333333333,0.120833333333333,"(7,116,23,844)","TRUE","156/1067 (0.146204311152765)",0.84021386377219
"PRDM2",0.0862614278656127,0.25,0.131027253668763,"(7,125,21,829)","TRUE","161/1056 (0.152462121212121)",0.84021386377219
"FN1",0.086866887063498,0.3,0.173038229376258,"(9,172,21,822)","TRUE","204/1106 (0.184448462929476)",0.84021386377219
"INO80",0.0869096146544938,0.172413793103448,0.0808823529411765,"(5,77,24,875)","TRUE","117/1039 (0.112608277189605)",0.84021386377219
"NLGN1",0.0884410007343449,0.178571428571429,0.0843881856540084,"(5,80,23,868)","TRUE","107/1022 (0.104696673189824)",0.84021386377219
"NLRC5",0.0895161247049689,0.233333333333333,0.123203285420945,"(7,120,23,854)","TRUE","143/1068 (0.133895131086142)",0.84021386377219
"RP1",0.0898387888453084,0.352941176470588,0.217606330365974,"(12,220,22,791)","TRUE","264/1159 (0.227782571182054)",0.84021386377219
"UNC13C",0.0905459278997517,0.387096774193548,0.245853658536585,"(12,252,19,773)","TRUE","294/1175 (0.250212765957447)",0.84021386377219
"TRRAP",0.0936885277698695,0.0740740740740741,0.217092337917485,"(2,221,25,797)","TRUE","269/1166 (0.230703259005146)",0.84021386377219
"HECW1",0.0939977777179211,0.233333333333333,0.125391849529781,"(7,120,23,837)","TRUE","150/1054 (0.142314990512334)",0.84021386377219
"TNKS1BP1",0.0943706357227268,0.192307692307692,0.0931216931216931,"(5,88,21,857)","TRUE","125/1029 (0.121477162293489)",0.84021386377219
"VCAN",0.0960574232748294,0.375,0.242125984251968,"(12,246,20,770)","TRUE","295/1166 (0.253001715265866)",0.84021386377219
"IGF2R",0.0965685456444614,0.259259259259259,0.141975308641975,"(7,138,20,834)","TRUE","164/1066 (0.153846153846154)",0.84021386377219
"RAD51AP2",0.0967739423510584,0.178571428571429,0.0868200836820084,"(5,83,23,873)","TRUE","118/1041 (0.113352545629203)",0.84021386377219
"ZNF318",0.0973528927610902,0.233333333333333,0.126951092611863,"(7,122,23,839)","TRUE","173/1073 (0.161230195712954)",0.84021386377219
"MUC17",0.097557791564647,0.4,0.262686567164179,"(12,264,18,741)","TRUE","414/1245 (0.332530120481928)",0.84021386377219
"KIF26B",0.0998127683655268,0,0.105538140020899,"(NA,101,26,856)","TRUE","187/1096 (0.170620437956204)",0.84021386377219
"CCDC88C",0.0999342656753956,0,0.10272536687631,"(NA,98,26,856)","TRUE","137/1052 (0.130228136882129)",0.84021386377219
"CDC42BPG",0.0999802070954807,0,0.102697095435685,"(NA,99,26,865)","TRUE","123/1048 (0.11736641221374)",0.84021386377219
"TRERF1",0.100238517620539,0,0.107660455486542,"(NA,104,26,862)","TRUE","106/1028 (0.103112840466926)",0.84021386377219
"LTBP2",0.100379532397563,0,0.108220603537981,"(NA,104,26,857)","TRUE","129/1038 (0.124277456647399)",0.84021386377219
"POLA1",0.103645082166736,0,0.113871635610766,"(NA,110,26,856)","TRUE","117/1031 (0.113482056256062)",0.853405343556035
"PRRC2A",0.104467920652354,0.0384615384615385,0.163265306122449,"(1,160,25,820)","TRUE","185/1082 (0.17097966728281)",0.853405343556035
"SLX4",0.105490860030954,0,0.115987460815047,"(NA,111,26,846)","TRUE","171/1074 (0.159217877094972)",0.853405343556035
"ITPR3",0.105731635484819,0.0384615384615385,0.171514543630893,"(1,171,25,826)","TRUE","199/1119 (0.177837354781055)",0.853405343556035
"SLC9C1",0.108241093910384,0.206896551724138,0.0989583333333333,"(6,95,23,865)","TRUE","112/1034 (0.108317214700193)",0.863413101206373
"RICTOR",0.108881740638857,0.214285714285714,0.103556485355649,"(6,99,22,857)","TRUE","128/1044 (0.122605363984674)",0.863413101206373
"ITPR2",0.110179632694241,0.3125,0.191808191808192,"(10,192,22,809)","TRUE","225/1130 (0.199115044247788)",0.863879066796205
"GCC2",0.11085173865969,0.214285714285714,0.105042016806723,"(6,100,22,852)","TRUE","125/1035 (0.120772946859903)",0.863879066796205
"FLG2",0.11262132972653,0.275862068965517,0.152734778121775,"(8,148,21,821)","TRUE","223/1112 (0.200539568345324)",0.867159688953815
"KIAA1109",0.114119743175252,0.4375,0.293447293447293,"(14,309,18,744)","TRUE","373/1239 (0.301049233252623)",0.867159688953815
"DOCK8",0.114585025777191,0.214285714285714,0.107515657620042,"(6,103,22,855)","TRUE","129/1044 (0.123563218390805)",0.867159688953815
"ZP4",0.115109693223958,0.153846153846154,0.0708245243128964,"(4,67,22,879)","TRUE","105/1024 (0.1025390625)",0.867159688953815
"DPYD",0.119629117788082,0.148148148148148,0.0690754516471838,"(4,65,23,876)","TRUE","114/1034 (0.110251450676983)",0.886084678266343
"ABCA6",0.122084957155895,0.222222222222222,0.116230366492147,"(6,111,21,844)","TRUE","139/1043 (0.13326941514861)",0.886084678266343
"COL27A1",0.128376055403263,0.222222222222222,0.119294605809129,"(6,115,21,849)","TRUE","153/1064 (0.143796992481203)",0.886084678266343
"LIFR",0.128510169146467,0.206896551724138,0.110416666666667,"(6,106,23,854)","TRUE","127/1041 (0.121998078770413)",0.886084678266343
"TRPA1",0.131517662576391,0.206896551724138,0.111691022964509,"(6,107,23,851)","TRUE","148/1062 (0.139359698681733)",0.886084678266343
"DAAM2",0.132458756393967,0.214285714285714,0.116424116424116,"(6,112,22,850)","TRUE","117/1036 (0.112934362934363)",0.886084678266343
"AFF3",0.133787374463623,0.206896551724138,0.112617309697602,"(6,108,23,851)","TRUE","129/1046 (0.123326959847036)",0.886084678266343
"WDR64",0.13388229757546,0.153846153846154,0.0750528541226216,"(4,71,22,875)","TRUE","103/1024 (0.1005859375)",0.886084678266343
"UTP20",0.134215863285727,0.258064516129032,0.155897435897436,"(8,152,23,823)","TRUE","185/1085 (0.170506912442396)",0.886084678266343
"URB2",0.134381330263054,0.206896551724138,0.112852664576803,"(6,108,23,849)","TRUE","128/1036 (0.123552123552124)",0.886084678266343
"AHNAK",0.135025343553978,0.428571428571429,0.302434456928839,"(15,323,20,745)","TRUE","407/1292 (0.315015479876161)",0.886084678266343
"KIF15",0.136519309140177,0.206896551724138,0.113684210526316,"(6,108,23,842)","TRUE","122/1021 (0.11949069539667)",0.886084678266343
"TNR",0.137210831919804,0.296296296296296,0.183229813664596,"(8,177,19,789)","TRUE","225/1094 (0.205667276051188)",0.886084678266343
"WDFY3",0.137639492151631,0.285714285714286,0.176229508196721,"(8,172,20,804)","TRUE","226/1105 (0.204524886877828)",0.886084678266343
"UBR4",0.138671824302834,0.354838709677419,0.23777564717162,"(11,248,20,795)","TRUE","307/1208 (0.254139072847682)",0.886084678266343
"MAP1A",0.139764438965937,0.258064516129032,0.158536585365854,"(8,156,23,828)","TRUE","216/1125 (0.192)",0.886084678266343
"ARFGEF1",0.14009643111884,0.206896551724138,0.115071283095723,"(6,113,23,869)","TRUE","131/1068 (0.122659176029963)",0.886084678266343
"SH3TC1",0.143566381704457,0.148148148148148,0.0741525423728814,"(4,70,23,874)","TRUE","113/1034 (0.109284332688588)",0.886084678266343
"RNF17",0.144080098333222,0.214285714285714,0.120959332638165,"(6,116,22,843)","TRUE","134/1042 (0.128598848368522)",0.886084678266343
"VPS13D",0.144174460045832,0.321428571428571,0.194280078895464,"(9,197,19,817)","TRUE","238/1151 (0.206776715899218)",0.886084678266343
"AFF2",0.144780712759508,0.214285714285714,0.121212121212121,"(6,116,22,841)","TRUE","144/1042 (0.138195777351248)",0.886084678266343
"RBL2",0.147267902485961,0.2,0.113423517169615,"(6,109,24,852)","TRUE","113/1027 (0.110029211295034)",0.886084678266343
"RP1L1",0.14790845985792,0.321428571428571,0.198994974874372,"(9,198,19,797)","TRUE","292/1169 (0.249786142001711)",0.886084678266343
"ASH1L",0.148243510211321,0.290322580645161,0.175278622087133,"(9,173,22,814)","TRUE","219/1114 (0.196588868940754)",0.886084678266343
"COL24A1",0.150692652084218,0.214285714285714,0.123287671232877,"(6,117,22,832)","TRUE","158/1051 (0.150333016175071)",0.886084678266343
"ZNF568",0.151646202748959,0.148148148148148,0.0757894736842105,"(4,72,23,878)","TRUE","105/1033 (0.101645692158761)",0.886084678266343
"HELZ2",0.15333290782291,0.3,0.187817258883249,"(9,185,21,800)","TRUE","246/1131 (0.217506631299735)",0.886084678266343
"ABCA5",0.153914192297125,0.206896551724138,0.119834710743802,"(6,116,23,852)","TRUE","150/1066 (0.140712945590994)",0.886084678266343
"TMEM132C",0.15431193986067,0.153846153846154,0.0793650793650794,"(4,75,22,870)","TRUE","142/1056 (0.134469696969697)",0.886084678266343
"PLXNA4",0.155721103192409,0.310344827586207,0.197381671701913,"(9,196,20,797)","TRUE","239/1125 (0.212444444444444)",0.886084678266343
"MAGI3",0.158377598345708,0,0.0888888888888889,"(NA,84,26,861)","TRUE","110/1025 (0.107317073170732)",0.886084678266343
"FOCAD",0.158446592183831,0,0.0890052356020942,"(NA,85,26,870)","TRUE","105/1033 (0.101645692158761)",0.886084678266343
"CNTLN",0.158558459354951,0,0.0896767466110532,"(NA,86,26,873)","TRUE","112/1037 (0.108003857280617)",0.886084678266343
"WDR33",0.158569272506362,0,0.0897703549060543,"(NA,86,26,872)","TRUE","113/1041 (0.108549471661864)",0.886084678266343
"FLG",0.158799351236751,0.222222222222222,0.359732824427481,"(6,377,21,671)","TRUE","543/1343 (0.404318689501117)",0.886084678266343
"RAPH1",0.158860123324744,0,0.0909090909090909,"(NA,87,26,870)","TRUE","104/1031 (0.100872938894277)",0.886084678266343
"TBCD",0.158931206830515,0,0.0909090909090909,"(NA,88,26,880)","TRUE","106/1041 (0.101825168107589)",0.886084678266343
"MYH14",0.159024145094753,0.0384615384615385,0.151546391752577,"(1,147,25,823)","TRUE","166/1068 (0.155430711610487)",0.886084678266343
"LOXHD1",0.15912630223717,0.0384615384615385,0.143892339544513,"(1,139,25,827)","TRUE","187/1084 (0.172509225092251)",0.886084678266343
"FSCB",0.159142700549904,0.142857142857143,0.0743889479277365,"(4,70,24,871)","TRUE","112/1030 (0.10873786407767)",0.886084678266343
"DOCK10",0.159908099004342,0.0384615384615385,0.153688524590164,"(1,150,25,826)","TRUE","179/1086 (0.164825046040516)",0.886084678266343
"MECOM",0.160366604591766,0.0384615384615385,0.154471544715447,"(1,152,25,832)","TRUE","169/1071 (0.157796451914099)",0.886084678266343
"ZNF208",0.161181956976159,0.206896551724138,0.122105263157895,"(6,116,23,834)","TRUE","159/1051 (0.15128449096099)",0.886084678266343
"CDHR2",0.161596463594214,0,0.0953878406708595,"(NA,91,26,863)","TRUE","120/1033 (0.116166505324298)",0.886084678266343
"ZBED4",0.162691582291556,0,0.0965372507869885,"(NA,92,26,861)","TRUE","108/1024 (0.10546875)",0.886084678266343
"GBF1",0.163835306735817,0,0.0975865687303253,"(NA,93,26,860)","TRUE","110/1024 (0.107421875)",0.886084678266343
"ZMYND8",0.164627781922937,0,0.0982236154649948,"(NA,94,26,863)","TRUE","104/1029 (0.101068999028183)",0.886084678266343
"ZNFX1",0.164864755815343,0,0.0984293193717277,"(NA,94,26,861)","TRUE","110/1029 (0.10689990281827)",0.886084678266343
"PHF3",0.165650786091827,0.28125,0.182275931520645,"(9,181,23,812)","TRUE","191/1094 (0.174588665447898)",0.886084678266343
"ZFHX4",0.166727483204386,0.542857142857143,0.42069550466497,"(19,496,16,683)","TRUE","648/1512 (0.428571428571429)",0.886597910686851
"DOCK9",0.171155368012424,0.185185185185185,0.093389296956978,"(5,89,22,864)","TRUE","124/1042 (0.119001919385797)",0.904821360720653
"GRID2",0.172545235261349,0.178571428571429,0.0904311251314406,"(5,86,23,865)","TRUE","116/1031 (0.112512124151309)",0.906865655094534
"TMTC2",0.175366179847533,0.178571428571429,0.0918690601900739,"(5,87,23,860)","TRUE","105/1017 (0.103244837758112)",0.90990762204035
"ITGAM",0.175482098525369,0.185185185185185,0.0956887486855941,"(5,91,22,860)","TRUE","111/1028 (0.107976653696498)",0.90990762204035
"FMN1",0.176143621523298,0.178571428571429,0.0922431865828092,"(5,88,23,866)","TRUE","113/1033 (0.109390125847047)",0.90990762204035
"MDGA2",0.177876738238379,0.185185185185185,0.0968421052631579,"(5,92,22,858)","TRUE","128/1037 (0.123432979749277)",0.912586055062048
"UGGT1",0.179272416963755,0.185185185185185,0.0974842767295598,"(5,93,22,861)","TRUE","113/1026 (0.110136452241715)",0.912586055062048
"ARHGEF26",0.179690617036554,0.172413793103448,0.0903361344537815,"(5,86,24,866)","TRUE","108/1032 (0.104651162790698)",0.912586055062048
"SEC16A",0.186124188875687,0.241379310344828,0.149023638232271,"(7,145,22,828)","TRUE","207/1107 (0.186991869918699)",0.939979143819111
"LAMA5",0.187359166927248,0.153846153846154,0.279340446168768,"(4,288,22,743)","TRUE","352/1215 (0.289711934156379)",0.940959371679069
"SIPA1L2",0.189464164591331,0.233333333333333,0.145061728395062,"(7,141,23,831)","TRUE","171/1079 (0.158480074142725)",0.944413736550021
"ANKRD30A",0.19049205487941,0.233333333333333,0.145510835913313,"(7,141,23,828)","TRUE","200/1096 (0.182481751824818)",0.944413736550021
"COL14A1",0.191181099323732,0.241379310344828,0.151329243353783,"(7,148,22,830)","TRUE","183/1088 (0.168198529411765)",0.944413736550021
"XPO4",0.193871806924046,0.185185185185185,0.103305785123967,"(5,100,22,868)","TRUE","110/1034 (0.106382978723404)",0.952500616626833
"TBC1D32",0.197112538027615,0.172413793103448,0.0967402733964248,"(5,92,24,859)","TRUE","109/1025 (0.106341463414634)",0.954985499854532
"HDAC4",0.197583632308402,0.192307692307692,0.108921161825726,"(5,105,21,859)","TRUE","128/1044 (0.122605363984674)",0.954985499854532
"DDX60L",0.197636521850275,0.178571428571429,0.100622406639004,"(5,97,23,867)","TRUE","138/1058 (0.130434782608696)",0.954985499854532
"KRAS",0.201914586080083,0.0769230769230769,0.187035069075452,"(2,176,24,765)","TRUE","257/1092 (0.235347985347985)",0.954985499854532
"DMXL1",0.202025504385101,0.0769230769230769,0.18974358974359,"(2,185,24,790)","TRUE","215/1094 (0.196526508226691)",0.954985499854532
"MYO9B",0.202040729892686,0.0769230769230769,0.187692307692308,"(2,183,24,792)","TRUE","193/1080 (0.178703703703704)",0.954985499854532
"FREM2",0.20206863265972,0.0769230769230769,0.188449848024316,"(2,186,24,801)","TRUE","236/1125 (0.209777777777778)",0.954985499854532
"CELSR2",0.202860870687516,0.0769230769230769,0.18436873747495,"(2,184,24,814)","TRUE","214/1119 (0.19124218051832)",0.954985499854532
"ROBO2",0.203885178619386,0.0769230769230769,0.181818181818182,"(2,178,24,801)","TRUE","242/1131 (0.213969938107869)",0.954985499854532
"KIAA2026",0.205769173467762,0.0740740740740741,0.189105858170606,"(2,184,25,789)","TRUE","216/1090 (0.198165137614679)",0.958841921726065
"VPS13C",0.209015092284499,0.333333333333333,0.232142857142857,"(11,234,22,774)","TRUE","266/1157 (0.22990492653414)",0.968972530385575
"NID2",0.212322644256148,0.178571428571429,0.10515247108307,"(5,100,23,851)","TRUE","139/1044 (0.133141762452107)",0.979284032691622
"ARID5B",0.216221384203711,0.172413793103448,0.102403343782654,"(5,98,24,859)","TRUE","107/1028 (0.10408560311284)",0.989468395896997
